id_cachet,id_acteur,id_role,id_mois,montant
s4646,71,1,4,1002
s6129,71,2,11,886
s4638,71,2,8,1114
s6134,71,4,8,1114
s7482,71,5,6,904
s873,71,1,8,1093
s7351,71,1,11,1050
s5128,71,3,4,1255
s3170,71,2,3,1013
s5969,71,1,12,1082
s6292,71,3,1,1247
s2314,71,1,5,1081
s3688,71,5,2,1284
s4575,71,3,9,1228
s7040,71,3,5,1141
s587,71,3,12,1111
s6522,71,4,2,769
s2891,71,2,9,953
s3370,71,2,3,866
s5976,71,2,4,1137
s6777,71,3,12,1251
s815,72,5,2,1107
s1257,72,4,2,920
s1035,72,3,3,1222
s5777,72,1,12,1026
s3795,72,5,12,1172
s5390,72,4,9,979
s3852,72,1,3,1036
s5276,72,4,4,822
s107,72,2,9,970
s1639,72,4,5,774
s910,72,4,6,807
s1003,73,2,6,891
s1771,73,4,11,1205
s4569,73,4,1,1108
s4562,73,3,12,1372
s7359,73,2,6,852
s1866,73,1,5,1031
s2362,73,5,12,1292
s3895,73,5,8,961
s5458,73,3,12,1362
s397,73,2,7,839
s2302,73,2,10,1170
s350,73,3,7,1155
s1342,73,1,11,1071
s1437,73,1,5,1073
s6202,73,5,9,1183
s5738,73,4,11,824
s206,74,4,12,1208
s2929,74,2,1,1164
s3712,74,1,4,1078
s1054,74,5,10,914
s6427,74,4,5,980
s808,74,2,9,1054
s5068,74,1,12,1067
s3363,74,3,11,1260
s5366,74,3,5,1164
s144,74,5,9,1041
s5178,74,1,5,1045
s7326,74,2,7,1092
s5273,74,3,10,1104
s3085,74,5,11,826
s2500,74,5,4,994
s7073,74,4,9,1151
s2518,74,4,9,990
s377,74,5,5,1178
s2139,74,3,1,1388
s2402,75,5,1,1217
s2465,75,3,3,1132
s2578,75,1,7,1064
s6633,75,1,1,1028
s531,75,1,8,1075
s1111,75,3,3,1259
s3271,75,1,1,1091
s7333,75,3,5,1106
s5559,75,4,9,1162
s4041,75,2,11,930
s2787,75,5,11,928
s836,75,4,12,823
s7063,75,2,5,832
s3999,75,2,5,914
s5774,75,1,9,1085
s7655,75,4,3,852
s1521,75,5,7,1089
s2140,76,2,9,1174
s1484,76,3,6,1163
s3933,76,4,5,972
s6255,76,4,1,881
s2562,76,2,8,898
s5388,76,5,4,748
s4906,76,2,1,1164
s1774,76,2,1,962
s960,76,1,5,1000
s2228,76,1,4,1051
s2149,76,4,9,1293
s4982,76,2,10,1087
s110,76,4,5,1246
s3566,76,4,7,748
s6729,76,2,7,891
s6016,76,1,4,1005
s354,76,2,9,1063
s5883,77,1,11,1050
s332,77,5,4,1208
s667,77,3,4,1325
s1194,77,3,3,1386
s3604,77,4,11,993
s3191,77,1,1,1063
s3861,77,5,6,997
s3004,77,5,10,964
s7335,77,1,11,1003
s277,77,5,3,1103
s5391,77,5,9,1170
s6948,77,4,6,1236
s5097,77,3,2,1170
s2454,77,5,6,872
s6717,77,2,7,1038
s6049,77,4,9,1205
s3502,77,1,7,1025
s6823,77,4,9,932
s3381,77,1,7,1008
s298,78,2,4,937
s7580,78,3,11,1365
s283,78,5,3,1197
s807,78,2,2,1031
s6468,78,5,6,1116
s1880,78,3,3,1296
s6327,78,5,5,970
s816,78,5,5,993
s2981,78,1,8,1094
s6635,78,4,11,809
s7513,78,1,5,1040
s529,78,3,5,1250
s7475,78,1,1,1030
s3656,78,3,10,1338
s5162,78,1,2,1089
s4216,78,3,12,1324
s4288,79,5,5,1119
s6194,79,2,3,1073
s1531,79,1,10,1098
s4301,79,2,6,1044
s7115,79,3,8,1340
s7044,79,2,10,1143
s7671,79,1,6,1041
s7599,79,4,11,1236
s7075,79,4,4,1144
s242,79,5,7,1193
s1299,79,4,4,938
s2679,79,2,8,1067
s860,79,3,3,1245
s6684,80,3,8,1130
s4871,80,5,4,882
s7845,80,3,5,1133
s7590,80,2,3,1120
s603,80,2,5,963
s2636,80,5,9,1186
s1726,80,5,2,1086
s2076,80,1,2,1097
s7800,80,3,3,1147
s2121,80,2,2,875
s1642,80,3,8,1300
s7182,80,4,4,907
s7586,80,2,5,1183
s2223,81,1,8,1079
s855,81,2,3,1147
s4108,81,3,1,1358
s5136,81,3,5,1152
s4892,81,5,9,824
s5719,81,5,8,805
s6390,81,5,7,731
s4391,81,5,4,1241
s877,81,1,9,1080
s5116,81,2,7,809
s100,81,2,9,1145
s7774,81,2,2,1123
s4285,81,3,3,1202
s3235,81,5,8,1215
s4999,81,4,3,1006
s2745,81,1,8,1055
s6151,81,1,8,1054
s1886,82,3,3,1229
s3661,82,2,8,1182
s3709,82,2,12,943
s5889,82,5,5,1223
s5312,82,5,8,873
s2690,82,1,6,1007
s2515,82,2,9,947
s5552,82,2,9,1035
s3689,82,2,12,969
s2622,82,3,4,1261
s1645,82,4,11,1187
s5874,82,3,10,1376
s1238,82,2,4,975
s7950,82,3,12,1272
s4223,82,1,5,1065
s1687,82,1,10,1047
s6387,82,5,4,714
s6359,82,3,4,1308
s7380,82,4,2,1157
s7298,82,3,11,1294
s6076,82,2,1,1002
s991,83,5,1,1159
s2023,83,2,6,810
s7708,83,4,5,961
s1557,83,3,4,1262
s832,83,4,9,1234
s1166,83,2,2,831
s5327,83,5,6,1079
s2412,83,5,5,880
s2060,83,4,10,1098
s2269,83,1,6,1060
s1735,83,4,8,971
s4388,83,2,2,1078
s4887,83,1,6,1070
s3212,83,1,12,1094
s2471,83,5,4,881
s2691,83,4,2,1262
s6204,83,3,8,1196
s5935,84,2,1,1069
s4742,84,2,10,851
s5165,84,5,9,1093
s6532,84,1,1,1057
s533,84,2,8,951
s2954,84,4,5,794
s3007,84,3,8,1219
s1347,84,2,1,1147
s753,84,3,5,1275
s1757,84,3,5,1260
s2570,84,5,11,1041
s2196,84,5,7,943
s957,84,5,4,740
s6352,85,3,4,1315
s4073,85,2,1,920
s4015,85,4,2,986
s6987,85,4,5,846
s6919,85,1,1,1095
s342,85,4,9,1290
s4647,85,3,10,1119
s4213,85,5,9,734
s3640,85,3,11,1173
s552,85,3,9,1165
s3733,85,3,8,1253
s5368,85,4,3,1052
s7010,85,4,8,813
s7489,85,4,9,864
s5154,85,1,1,1011
s7129,85,1,5,1033
s3243,85,4,2,852
s566,85,4,7,1054
s1223,85,4,9,1216
s765,85,4,4,1161
s5629,85,3,3,1322
s4024,86,3,11,1279
s3152,86,5,12,874
s7421,86,1,11,1060
s5491,86,2,8,811
s7180,86,3,10,1321
s7132,86,5,8,1230
s1614,86,2,3,1102
s5143,86,2,8,1177
s5371,86,1,11,1063
s2573,86,5,12,1199
s219,86,3,7,1362
s2696,86,2,7,1199
s20,86,1,3,1025
s6996,86,4,11,889
s2877,86,4,10,1090
s818,86,2,5,927
s7282,86,3,11,1366
s2029,87,3,2,1231
s3742,87,5,10,1000
s2804,87,5,8,947
s3180,87,4,2,1162
s3788,87,4,5,946
s3291,87,5,11,1162
s2435,87,5,8,884
s4605,87,2,6,864
s6373,87,5,6,1264
s4375,87,1,12,1093
s1451,87,4,3,1266
s6958,87,3,11,1389
s5997,87,1,8,1020
s7858,87,1,9,1037
s3115,87,1,3,1030
s569,87,4,7,800
s2938,88,2,5,876
s7456,88,1,5,1062
s2087,88,3,3,1138
s1122,88,2,8,1185
s7860,88,3,7,1276
s7771,88,3,10,1315
s4916,88,1,5,1033
s4850,88,5,3,955
s4008,88,4,2,949
s4,88,1,11,1087
s4694,88,2,3,1051
s2011,88,1,8,1031
s4620,88,4,12,813
s928,88,4,3,946
s6678,88,4,4,1053
s4272,89,3,3,1139
s2361,89,4,10,1031
s5082,89,5,9,729
s6709,89,2,6,1189
s5365,89,2,12,838
s1396,89,3,2,1127
s146,89,1,7,1092
s4144,89,3,11,1102
s7383,89,1,8,1024
s2131,89,3,6,1239
s6707,89,5,8,910
s5995,89,1,2,1023
s7025,89,3,9,1216
s7392,90,2,3,962
s7116,90,3,11,1291
s5811,90,4,2,863
s4692,90,5,2,1139
s1425,90,1,4,1032
s5220,90,5,9,1077
s4760,90,5,7,1267
s6152,90,4,8,1172
s1707,90,5,5,776
s5243,90,2,1,836
s2922,90,2,6,833
s7929,90,1,12,1001
s287,90,5,10,1199
s7813,90,5,11,1252
s3752,90,5,5,844
s7558,90,2,3,1125
s5223,90,1,11,1078
s4751,90,1,2,1051
s5056,91,5,12,1155
s3872,91,5,7,703
s7567,91,3,3,1186
s6040,91,2,7,1131
s5513,91,1,5,1083
s5263,91,2,10,801
s5227,91,1,2,1090
s5681,91,5,4,1135
s2232,91,3,1,1365
s6080,91,5,8,895
s1392,91,4,1,811
s5905,91,1,1,1051
s4069,91,5,5,874
s86,91,1,9,1030
s786,91,2,7,1170
s7255,91,1,6,1021
s7317,91,3,1,1124
s3303,91,2,1,1099
s2632,91,3,2,1177
s5660,91,5,10,919
s6100,91,1,3,1024
s3008,91,3,9,1209
s7732,92,3,9,1321
s3388,92,5,4,1055
s6457,92,1,3,1020
s1090,92,4,2,957
s2980,92,4,11,1279
s7190,92,3,10,1330
s3588,92,4,5,1284
s6945,92,3,4,1197
s3260,92,1,9,1077
s982,92,2,3,843
s5847,92,1,8,1004
s5069,92,3,2,1134
s3289,92,5,12,1069
s4419,92,3,9,1293
s916,92,5,9,1230
s3612,92,3,12,1323
s2615,93,2,4,951
s4682,93,1,7,1075
s5455,93,4,2,730
s7172,93,3,7,1172
s3028,93,4,11,1032
s7495,93,2,5,1001
s113,93,1,2,1014
s3181,93,3,11,1188
s7697,93,5,1,1261
s5972,93,3,12,1334
s3040,93,3,2,1318
s5933,93,4,7,800
s4519,93,1,8,1007
s6301,93,2,8,854
s5248,93,1,4,1059
s5203,93,3,7,1224
s5704,93,5,7,1152
s3336,93,4,6,978
s2703,93,1,11,1052
s5575,93,2,6,1088
s3530,93,1,11,1001
s2593,93,1,12,1037
s1411,94,3,12,1229
s7729,94,1,10,1012
s4469,94,5,3,1002
s1853,94,2,1,1094
s6983,94,4,10,1236
s1543,94,3,12,1400
s5752,94,5,5,926
s6376,94,4,5,1171
s7780,94,5,6,1178
s6841,94,2,12,1176
s3898,94,5,6,925
s5916,94,4,8,796
s228,94,3,9,1396
s3390,94,5,6,1234
s2443,94,2,10,1096
s5149,94,4,10,1261
s4049,94,4,5,1131
s5171,95,4,10,1108
s2794,95,1,8,1016
s2817,95,4,12,1283
s2976,95,1,11,1050
s5713,95,1,3,1023
s1117,95,3,5,1238
s4237,95,4,3,1215
s3178,95,3,8,1243
s5052,95,2,7,975
s124,95,2,9,864
s7361,95,4,12,1138
s1590,95,5,6,717
s5210,95,4,9,1092
s4491,95,5,7,948
s532,95,5,9,770
s1176,96,3,11,1336
s3760,96,3,12,1383
s5113,96,3,11,1137
s2242,96,1,11,1003
s4606,96,5,6,1240
s5194,96,1,1,1096
s5932,96,3,11,1350
s2511,96,5,9,1085
s4610,96,5,12,702
s977,96,2,8,818
s7824,96,1,7,1003
s882,96,3,8,1156
s5561,96,5,6,751
s7237,96,1,8,1031
s3793,96,2,11,1191
s3836,97,2,10,1001
s1938,97,4,11,1258
s5614,97,3,3,1336
s1812,97,4,12,1271
s3218,97,4,1,911
s426,97,3,4,1234
s883,97,4,7,701
s628,97,3,1,1251
s3750,97,3,5,1390
s7443,97,4,5,762
s7543,97,1,9,1088
s1118,97,5,7,1138
s1036,98,2,11,919
s1386,98,1,5,1020
s912,98,4,7,1285
s4840,98,3,3,1360
s1623,98,1,2,1009
s3357,98,3,8,1186
s3890,98,2,4,942
s3024,98,3,3,1300
s7161,98,4,6,1101
s3196,98,5,12,965
s7340,98,2,6,847
s5986,98,2,4,884
s6531,98,5,2,717
s6509,98,3,9,1328
s2416,99,1,1,1051
s1334,99,2,7,864
s257,99,3,11,1345
s887,99,4,1,1068
s7686,99,2,2,834
s7669,99,2,12,1190
s1929,99,2,6,1132
s7539,99,1,7,1083
s859,99,3,6,1141
s1516,99,3,6,1103
s1666,99,2,2,1022
s311,99,5,4,779
s5615,99,2,5,1119
s2906,99,3,10,1222
s3835,99,2,11,1067
s7598,99,5,3,895
s1604,100,5,1,1171
s2212,100,3,11,1287
s1615,100,5,3,888
s1277,100,3,1,1303
s1291,100,1,8,1070
s3065,100,1,12,1068
s7741,100,1,3,1073
s6287,100,4,6,753
s4302,100,5,9,866
s7310,100,5,3,779
s6544,100,4,10,875
s7334,100,4,5,801
s2571,100,1,11,1059
s4366,100,3,8,1195
s1304,100,3,11,1246
s1251,100,5,4,806
s586,100,5,9,1263
s5264,100,3,2,1239
s5791,100,1,11,1069
s2831,100,5,1,1114
s2286,100,5,9,824
s571,100,3,10,1285
s3099,100,4,5,842
s4343,101,4,9,965
s1754,101,2,8,1044
s4004,101,3,3,1279
s648,101,4,3,949
s1217,101,4,9,1031
s4282,101,3,11,1365
s6541,101,4,3,760
s5177,101,2,1,916
s3283,101,3,11,1150
s4889,101,1,12,1006
s7846,101,2,4,1199
s6347,101,4,11,1164
s7826,102,2,12,1075
s1619,102,1,1,1023
s3325,102,4,1,1041
s4495,102,4,6,803
s6212,102,2,11,1150
s6490,102,1,12,1024
s186,102,2,1,1072
s1331,102,3,5,1230
s5325,102,1,11,1074
s3550,102,5,7,904
s5868,102,2,7,1170
s7042,102,1,10,1093
s1359,102,4,11,762
s4289,102,5,8,888
s1825,102,1,12,1089
s3294,102,1,8,1009
s5166,102,1,10,1002
s7352,102,1,6,1011
s5035,102,1,10,1065
s7803,103,3,5,1119
s6098,103,1,6,1084
s3771,103,4,3,1144
s7244,103,5,5,1279
s2440,103,3,6,1196
s1401,103,5,1,1206
s3374,103,4,3,998
s5690,103,2,4,827
s798,103,5,12,792
s3601,103,1,10,1074
s4119,103,4,11,914
s6672,103,5,5,858
s4133,103,4,5,1108
s4948,103,1,4,1009
s5857,103,2,6,1019
s7821,103,3,12,1300
s879,103,4,9,891
s6941,103,4,8,1069
s7099,103,1,2,1052
s3815,104,5,8,1085
s2419,104,3,8,1392
s7410,104,4,11,802
s3938,104,1,5,1001
s366,104,1,8,1098
s5225,104,5,3,1098
s1222,104,1,1,1030
s4881,104,2,11,1074
s3034,104,4,2,768
s2431,104,5,5,1032
s2241,104,1,1,1060
s1,104,5,5,1242
s378,104,5,9,990
s3459,104,4,4,926
s3095,104,3,12,1382
s392,104,1,10,1027
s3945,104,4,5,1173
s4911,104,2,10,1135
s1169,105,1,7,1052
s7111,105,3,6,1117
s2428,105,4,3,811
s5731,105,5,4,1136
s5328,105,5,1,1228
s7125,105,4,4,955
s5030,105,2,11,1110
s3610,105,5,6,789
s1871,105,2,5,1166
s60,105,5,11,1055
s4931,105,3,4,1310
s810,105,4,10,1099
s126,105,5,4,940
s6634,105,3,9,1344
s4368,106,4,7,992
s3875,106,1,12,1070
s7999,106,2,2,900
s871,106,4,4,938
s1652,106,3,12,1298
s4957,106,4,6,994
s6582,106,4,2,996
s489,106,4,11,709
s1087,106,5,7,784
s1704,106,4,2,835
s2446,106,4,10,759
s5027,106,5,10,995
s1752,106,4,4,1061
s3441,106,3,7,1257
s6847,107,1,3,1030
s3722,107,1,10,1083
s2751,107,1,1,1042
s5126,107,2,6,1152
s2438,107,2,1,1077
s7280,107,2,5,1190
s4026,107,5,3,1061
s2461,107,4,12,809
s1792,107,5,4,1157
s7173,107,1,6,1097
s1980,107,4,1,1168
s5296,107,1,12,1025
s7718,107,2,9,1048
s2485,107,1,9,1005
s5503,107,1,7,1043
s5343,107,4,11,943
s6409,107,3,3,1345
s6235,107,1,9,1057
s6819,108,1,8,1082
s2741,108,2,12,911
s5278,108,5,1,1000
s5102,108,1,3,1097
s4222,108,3,11,1359
s966,108,4,3,1250
s6639,108,3,4,1113
s6029,108,2,7,1163
s2618,108,3,10,1210
s1865,108,2,6,899
s3014,108,3,12,1312
s756,108,5,8,793
s4482,108,1,4,1011
s6593,108,4,7,739
s7611,108,4,6,717
s501,108,1,8,1013
s791,108,1,4,1083
s2601,108,4,1,1123
s1426,108,1,11,1097
s2206,108,5,11,814
s6955,108,5,11,1003
s1098,108,2,9,1105
s3372,108,3,9,1226
s4809,108,2,5,935
s44,108,4,11,830
s2539,108,5,1,831
s344,108,5,6,1187
s1930,109,5,11,800
s2863,109,2,8,1049
s3255,109,2,5,811
s7934,109,1,2,1017
s1776,109,1,2,1059
s7208,109,1,12,1009
s4721,109,5,8,1191
s2623,109,1,2,1054
s5553,109,4,12,723
s2551,109,5,7,985
s356,109,1,9,1027
s511,109,2,2,908
s1292,109,3,4,1338
s4009,109,2,5,815
s3505,109,4,8,998
s5213,109,5,9,1157
s7174,109,5,11,771
s2488,109,1,1,1095
s2935,109,3,6,1350
s1595,110,4,8,1083
s7168,110,5,7,1185
s5039,110,3,2,1269
s1724,110,3,5,1211
s6269,110,1,7,1099
s3948,110,3,3,1294
s3072,110,5,3,799
s7785,110,2,3,1032
s4333,110,5,1,884
s7819,110,1,12,1032
s7637,110,5,7,1166
s7776,110,5,12,1117
s2071,110,3,5,1124
s4724,110,5,5,918
s182,110,2,3,805
s3385,110,2,11,861
s2257,110,4,10,703
s2128,110,4,4,1087
s7603,110,3,9,1358
s4330,111,1,11,1036
s2472,111,5,2,709
s3132,111,3,1,1214
s6784,111,2,2,832
s5372,111,5,4,729
s6914,111,1,8,1058
s3002,111,2,1,1070
s3757,111,2,11,903
s451,111,1,8,1003
s6028,111,1,2,1017
s6878,111,5,7,888
s1627,111,1,9,1034
s1177,111,5,6,1170
s2901,111,5,8,842
s2594,112,3,3,1159
s5726,112,3,8,1241
s2733,112,4,9,834
s5621,112,2,2,1056
s7004,112,3,4,1217
s6505,112,5,6,942
s6312,112,2,1,1083
s828,112,3,7,1313
s7696,112,1,1,1015
s4977,112,3,1,1386
s6990,112,3,8,1181
s5308,113,5,4,982
s6145,113,1,11,1023
s2549,113,2,9,1101
s7189,113,5,2,970
s6224,113,4,3,901
s2685,113,5,4,1145
s5120,113,3,12,1319
s3064,113,1,9,1019
s3238,113,2,2,1033
s4747,113,2,6,927
s2260,113,3,8,1316
s7488,113,4,2,1211
s7110,113,5,1,808
s3156,113,5,6,1062
s7470,113,1,10,1092
s6411,113,1,5,1013
s1629,113,4,7,966
s63,113,5,3,876
s1788,113,4,3,764
s145,113,1,2,1064
s7224,113,4,10,829
s7833,113,1,2,1066
s5656,113,5,10,841
s380,114,2,5,967
s3206,114,4,8,821
s7782,114,3,4,1178
s4278,114,2,7,1143
s2427,114,5,1,964
s5946,114,4,4,758
s1870,114,3,2,1178
s1874,114,1,8,1046
s3049,114,1,8,1078
s5537,114,5,5,772
s4221,114,4,4,933
s5412,114,4,10,1103
s1552,114,2,7,1017
s3352,114,3,7,1267
s117,114,5,3,868
s6225,114,4,9,839
s6236,114,1,12,1077
s300,115,1,7,1086
s1867,115,4,4,1175
s7466,115,5,9,708
s4738,115,4,9,1099
s6421,115,1,12,1001
s6703,115,1,2,1067
s6986,115,2,7,995
s6216,115,1,5,1013
s653,115,4,3,848
s5913,115,4,2,963
s3682,115,4,6,1275
s2898,115,5,6,813
s1307,116,5,9,1271
s3705,116,3,3,1119
s4018,116,2,6,801
s6737,116,2,8,1152
s7267,116,3,9,1387
s6563,116,4,5,1246
s797,116,4,7,898
s2606,116,1,1,1064
s5345,116,3,4,1382
s1203,116,3,3,1363
s2907,116,1,8,1093
s7056,116,5,4,802
s4532,116,5,3,719
s5081,116,1,9,1096
s6594,117,3,3,1178
s1722,117,4,8,785
s321,117,1,12,1095
s6536,117,2,3,1130
s856,117,4,4,1232
s2633,117,3,8,1386
s4494,117,5,11,1115
s5569,117,2,9,1123
s6184,117,4,4,1127
s5758,117,5,7,898
s5127,117,3,1,1263
s98,117,4,5,839
s92,117,4,5,1066
s6338,117,2,1,815
s1046,117,5,3,1242
s600,118,2,7,1011
s5949,118,5,4,1054
s527,118,2,9,1187
s2143,118,4,6,1238
s5859,118,2,5,874
s6413,118,1,11,1054
s7264,118,5,6,1060
s6439,118,1,5,1072
s7892,118,1,9,1091
s1581,118,4,6,879
s2052,118,4,8,764
s4423,119,5,5,1280
s1916,119,2,1,943
s4710,119,5,2,894
s2042,119,1,12,1059
s7118,119,2,3,1084
s3594,119,5,12,1003
s1932,119,5,8,905
s1227,119,1,1,1086
s5866,119,3,4,1126
s7947,119,1,4,1016
s7571,119,1,3,1054
s7644,119,3,7,1337
s2658,119,5,12,872
s3882,119,2,8,862
s5398,119,3,3,1372
s4625,119,2,7,903
s6495,119,5,1,1029
s78,119,2,9,1020
s6794,119,5,7,984
s6438,119,1,10,1038
s5820,120,2,10,1122
s3485,120,2,12,1100
s3764,120,3,10,1349
s4677,120,3,5,1117
s4463,120,3,8,1323
s7247,120,5,7,986
s6584,120,4,2,846
s2792,120,5,11,862
s5556,120,4,7,867
s2108,120,1,3,1098
s6158,120,4,4,1274
s5216,120,5,7,948
s4054,120,1,12,1018
s3572,120,2,7,1124
s1836,120,3,10,1334
s3009,121,5,4,1060
s7091,121,4,10,1152
s1311,121,4,3,912
s4918,121,3,2,1107
s2273,121,1,5,1054
s3531,121,3,1,1244
s2262,121,4,7,932
s2116,121,5,7,831
s5915,121,1,3,1010
s1756,121,2,6,1182
s5161,121,1,12,1035
s6788,121,3,11,1400
s4656,121,1,6,1047
s1487,121,4,6,1146
s3663,122,3,3,1346
s7786,122,2,4,1041
s1121,122,2,7,968
s7617,122,3,1,1223
s4342,122,3,7,1146
s3981,122,2,7,856
s4499,122,4,5,1272
s7654,122,3,3,1189
s1649,122,2,4,1081
s7126,122,3,3,1139
s7521,122,3,7,1231
s5123,122,4,7,1171
s6475,122,1,12,1000
s4142,122,1,5,1029
s2655,122,1,7,1057
s7822,122,3,6,1353
s1676,122,5,4,1039
s775,123,4,11,798
s4317,123,2,2,1135
s6925,123,4,8,1195
s235,123,2,4,1139
s1889,123,5,6,901
s4786,123,4,9,1064
s5139,123,4,1,1042
s5275,123,2,10,1035
s799,123,5,6,1122
s6796,123,1,2,1026
s3087,123,2,12,1161
s5631,123,2,1,1048
s5214,124,3,10,1127
s264,124,2,6,929
s499,124,2,5,931
s4065,124,3,5,1348
s3383,124,2,8,946
s1185,124,3,7,1377
s4940,124,4,7,1152
s5101,124,5,4,875
s6565,124,1,12,1014
s7374,124,1,8,1017
s167,124,1,4,1005
s1961,124,5,1,980
s5041,124,4,1,965
s2006,124,2,10,802
s5626,124,1,10,1007
s7600,124,1,4,1034
s6500,124,5,3,1227
s1310,125,4,6,1250
s2320,125,2,4,1066
s4746,125,1,8,1060
s3149,125,2,3,902
s1899,125,2,10,1040
s1317,125,1,6,1072
s2776,125,1,4,1031
s521,125,4,9,1191
s5341,125,5,8,1292
s619,125,3,9,1118
s6845,125,1,11,1093
s2540,125,2,10,1051
s6364,125,2,10,1048
s5691,125,3,9,1327
s6882,125,5,6,985
s1343,125,4,1,1241
s3987,125,3,10,1349
s6278,125,4,7,931
s3477,125,4,10,1153
s3769,125,1,9,1008
s4971,125,4,6,892
s3509,126,5,10,1220
s3207,126,5,4,1248
s2830,126,3,10,1301
s7594,126,5,1,940
s2144,126,1,7,1090
s7898,126,3,2,1214
s3369,126,3,12,1364
s649,126,1,2,1013
s682,126,1,4,1042
s2348,126,2,1,1003
s2504,127,4,8,1072
s846,127,2,4,997
s4939,127,5,9,1014
s650,127,3,9,1326
s4143,127,1,9,1017
s4187,127,4,2,1082
s7613,127,2,2,1147
s1511,127,1,8,1064
s3089,127,4,7,1012
s7210,127,1,11,1068
s6947,127,1,7,1003
s1739,127,3,7,1268
s2567,127,1,6,1050
s4799,127,2,8,1199
s3367,127,5,12,873
s1746,127,4,7,1085
s5202,127,5,7,732
s7578,127,5,10,892
s2683,127,3,4,1306
s6713,128,5,8,1086
s2882,128,5,7,865
s33,128,2,1,991
s5434,128,5,9,1128
s4202,128,1,4,1095
s1502,128,1,9,1080
s7583,128,2,4,939
s96,128,4,12,792
s523,128,2,9,1094
s2317,128,4,4,734
s3673,128,4,1,1138
s516,128,3,9,1183
s3046,128,5,7,1034
s7137,128,5,9,809
s7225,129,4,6,1007
s2303,129,1,12,1057
s2676,129,2,9,1167
s6096,129,2,2,1167
s125,129,3,3,1212
s3768,129,1,12,1013
s5510,129,2,10,905
s5422,129,4,9,1142
s1387,129,3,12,1217
s1750,129,1,1,1017
s4161,129,1,1,1060
s1772,129,1,11,1048
s7764,129,3,11,1328
s6924,129,5,11,731
s5382,129,3,12,1115
s1503,129,1,5,1023
s5526,129,5,2,766
s4901,129,5,6,769
s6855,129,1,7,1003
s4768,129,3,2,1126
s3457,129,4,4,1086
s4007,129,5,1,1242
s1300,129,3,8,1321
s304,130,4,1,1191
s1346,130,1,3,1055
s6436,130,4,3,1229
s331,130,2,1,869
s468,130,1,1,1034
s866,130,1,3,1029
s1126,130,5,2,894
s153,130,3,8,1165
s3702,130,4,6,927
s6242,130,2,10,1159
s7707,130,4,5,1081
s2905,130,5,3,956
s6247,130,5,9,788
s5807,130,2,5,929
s6365,131,3,8,1304
s5206,131,3,11,1354
s5078,131,1,9,1024
s4016,131,5,6,965
s7991,131,1,2,1008
s1471,131,3,8,1194
s4632,131,1,9,1078
s6978,131,4,11,1145
s5577,131,5,12,1155
s1022,131,4,3,1273
s1783,131,4,11,915
s6833,131,3,3,1161
s4250,131,2,10,1127
s4103,131,5,5,1293
s2014,131,5,7,1059
s701,131,4,8,777
s1564,131,2,9,848
s3892,131,4,4,925
s1709,131,5,6,1091
s5680,131,2,8,1079
s7404,131,3,2,1149
s7640,131,4,5,841
s7797,131,5,1,1056
s419,131,5,8,758
s3965,132,2,2,1016
s1677,132,3,10,1166
s2805,132,2,3,1076
s6521,132,5,8,1233
s3445,132,1,3,1050
s5705,132,1,4,1048
s2180,132,2,8,1109
s557,132,5,8,1150
s565,132,5,2,1032
s983,132,1,1,1041
s6484,132,4,1,1252
s4798,132,4,10,968
s5771,132,5,6,1178
s5495,132,5,7,926
s1635,133,4,9,1268
s2775,133,4,10,1168
s5163,133,5,10,752
s2799,133,5,8,801
s7862,133,3,8,1330
s1242,133,1,7,1033
s5819,133,2,6,838
s2510,133,5,6,1144
s4425,133,3,11,1217
s7134,133,1,6,1021
s5399,133,2,4,981
s3154,133,5,8,1072
s3730,133,5,12,804
s3565,133,2,1,972
s2476,133,1,10,1009
s2614,133,5,5,977
s7960,133,3,7,1189
s6528,134,5,5,930
s7549,134,3,9,1168
s6553,134,3,2,1121
s2654,134,5,5,782
s4197,134,1,3,1034
s6010,134,1,3,1047
s4077,134,3,1,1233
s3236,134,5,9,1291
s4816,134,5,6,1161
s601,134,2,6,916
s7936,134,2,12,1121
s964,134,4,4,1124
s51,134,3,12,1398
s4163,134,1,4,1044
s1149,135,4,4,1036
s255,135,5,1,1138
s7458,135,4,5,1163
s3434,135,5,8,1271
s3347,135,1,9,1061
s1946,135,1,10,1062
s7289,135,4,4,1282
s2425,135,3,9,1210
s3288,135,2,3,964
s4511,135,3,11,1341
s4379,135,3,6,1397
s3011,135,1,8,1072
s223,136,1,2,1029
s4056,136,5,11,1026
s3426,136,4,11,790
s3160,136,2,1,965
s3853,136,2,9,851
s7376,136,5,10,1183
s6630,136,5,6,861
s3015,136,3,10,1157
s248,136,5,3,1071
s2867,136,3,12,1247
s7011,136,3,3,1263
s6337,136,5,6,851
s7823,136,4,5,843
s7664,136,1,9,1018
s2192,136,1,6,1076
s7550,136,1,2,1073
s244,136,1,10,1025
s5609,136,2,6,1109
s7422,136,1,2,1020
s5435,136,2,5,842
s4521,136,2,9,991
s5655,136,2,7,1048
s5989,136,5,12,838
s3393,136,4,11,799
s6372,137,4,1,1087
s4584,137,1,6,1009
s2971,137,1,3,1091
s4192,137,3,8,1356
s7281,137,2,6,1074
s424,137,2,2,1061
s1563,137,2,12,985
s6283,137,1,1,1080
s2319,137,3,10,1344
s1431,137,1,8,1011
s6192,138,1,10,1098
